participant_id	age	sex
sub-001	n/a	n/a
sub-002	n/a	n/a
sub-003	n/a	n/a
sub-004	n/a	n/a
sub-005	n/a	n/a
sub-006	n/a	n/a
sub-007	n/a	n/a
sub-008	n/a	n/a
sub-009	n/a	n/a
sub-010	n/a	n/a
